Unnamed: 0,avg_logisticLasso_mu,F1_avg,AUC_avg,Precision_avg,Recall_avg
mutation_ARHGAP21,avg_logisticLasso_mu,0.972554,0.996662,0.976892,0.975854
mutation_CAMSAP3,avg_logisticLasso_mu,0.973798,0.99053,0.976734,0.976701
mutation_NFATC2,avg_logisticLasso_mu,0.971757,0.980435,0.976073,0.975028
mutation_CEP152,avg_logisticLasso_mu,0.964222,0.992408,0.97132,0.970052
mutation_SEMA6D,avg_logisticLasso_mu,0.961208,0.968558,0.968987,0.967548
mutation_THBS2,avg_logisticLasso_mu,0.974834,0.99889,0.978319,0.977528
mutation_ITGAM,avg_logisticLasso_mu,0.969455,0.993882,0.974633,0.973358
mutation_DDX54,avg_logisticLasso_mu,0.968171,0.991921,0.972195,0.972552
mutation_HGF,avg_logisticLasso_mu,0.966288,0.983422,0.972037,0.970875
mutation_NF1,avg_logisticLasso_mu,0.981888,0.992119,0.982973,0.982535
mutation_MT-CYB,avg_logisticLasso_mu,0.98154,0.99703,0.982056,0.981725
mutation_DAAM2,avg_logisticLasso_mu,0.96712,0.997878,0.971139,0.973382
mutation_MED13,avg_logisticLasso_mu,0.974554,0.993521,0.978164,0.977538
mutation_ZNF616,avg_logisticLasso_mu,0.957748,0.966391,0.96642,0.965073
mutation_KIF14,avg_logisticLasso_mu,0.971747,0.982525,0.975865,0.975041
mutation_POM121C,avg_logisticLasso_mu,0.976309,0.994186,0.979795,0.979229
mutation_ZNF142,avg_logisticLasso_mu,0.976043,0.993949,0.979894,0.979201
mutation_QSER1,avg_logisticLasso_mu,0.969799,0.990191,0.973988,0.973368
mutation_PCDHB12,avg_logisticLasso_mu,0.966416,0.997269,0.972667,0.971722
mutation_LIMCH1,avg_logisticLasso_mu,0.97788,0.995622,0.980664,0.980024
mutation_ERBB3,avg_logisticLasso_mu,0.980783,0.995669,0.983084,0.982517
mutation_WDFY4,avg_logisticLasso_mu,0.975612,0.995629,0.977301,0.976705
mutation_RLTPR,avg_logisticLasso_mu,0.977868,0.988019,0.980698,0.980021
mutation_ARHGEF26,avg_logisticLasso_mu,0.961378,0.996414,0.969073,0.967548
mutation_COL16A1,avg_logisticLasso_mu,0.965981,0.97439,0.971516,0.970878
mutation_DLG2,avg_logisticLasso_mu,0.984773,0.99205,0.986143,0.985854
mutation_XYLT1,avg_logisticLasso_mu,0.961552,0.994492,0.968885,0.967552
mutation_RAPGEF4,avg_logisticLasso_mu,0.965496,0.989039,0.971937,0.970889
mutation_ENAM,avg_logisticLasso_mu,0.964982,0.996167,0.971418,0.970038
mutation_BMPR2,avg_logisticLasso_mu,0.976034,0.983844,0.978152,0.978364
mutation_SLC12A1,avg_logisticLasso_mu,0.971466,0.983133,0.976281,0.975014
mutation_CACNA2D3,avg_logisticLasso_mu,0.973846,0.998864,0.97746,0.976701
mutation_BRAF,avg_logisticLasso_mu,0.967492,0.98702,0.969898,0.969243
mutation_DDX59,avg_logisticLasso_mu,0.975476,0.989543,0.976156,0.978354
mutation_OR8I2,avg_logisticLasso_mu,0.956212,0.990772,0.965961,0.964219
mutation_SLC8A3,avg_logisticLasso_mu,0.96824,0.979194,0.973614,0.972541
mutation_DSE,avg_logisticLasso_mu,0.972517,0.998686,0.9768,0.975861
mutation_MAP3K19,avg_logisticLasso_mu,0.974853,0.997266,0.978108,0.977548
mutation_BRD4,avg_logisticLasso_mu,0.977496,0.994769,0.980614,0.980038
mutation_CC2D2A,avg_logisticLasso_mu,0.975845,0.996612,0.97908,0.978358
mutation_EPHA8,avg_logisticLasso_mu,0.96844,0.974336,0.973619,0.972535
mutation_TECPR2,avg_logisticLasso_mu,0.969665,0.990111,0.974527,0.974222
mutation_CLTCL1,avg_logisticLasso_mu,0.978868,0.991104,0.981395,0.980864
mutation_SRRM2,avg_logisticLasso_mu,0.979177,0.994032,0.980474,0.980031
mutation_CDH7,avg_logisticLasso_mu,0.961067,0.969721,0.969002,0.967548
mutation_ATP9B,avg_logisticLasso_mu,0.978861,0.989165,0.981366,0.980871
mutation_JAK1,avg_logisticLasso_mu,0.975413,0.992822,0.97918,0.978364
mutation_NLRP8,avg_logisticLasso_mu,0.960715,0.994126,0.969856,0.967524
mutation_ZC3H3,avg_logisticLasso_mu,0.969128,0.989452,0.974321,0.973382
mutation_GEMIN5,avg_logisticLasso_mu,0.960036,0.988172,0.968464,0.966705
mutation_HLA-G,avg_logisticLasso_mu,0.965486,0.972722,0.971813,0.970909
mutation_XYLT2,avg_logisticLasso_mu,0.973314,0.972369,0.976955,0.976701
mutation_RAPH1,avg_logisticLasso_mu,0.966694,0.993177,0.972706,0.971715
mutation_TLL1,avg_logisticLasso_mu,0.964602,0.993921,0.972465,0.970861
mutation_CMYA5,avg_logisticLasso_mu,0.979926,0.996115,0.98161,0.980864
mutation_CTNNA3,avg_logisticLasso_mu,0.966307,0.995692,0.973212,0.971694
mutation_KANK4,avg_logisticLasso_mu,0.963683,0.995003,0.970436,0.969215
mutation_STXBP5L,avg_logisticLasso_mu,0.977779,0.987896,0.980584,0.980031
mutation_WNK3,avg_logisticLasso_mu,0.96467,0.992225,0.971588,0.970028
mutation_LRRIQ3,avg_logisticLasso_mu,0.973471,0.993082,0.977502,0.976701
mutation_KIDINS220,avg_logisticLasso_mu,0.9649,0.982506,0.971281,0.970041
mutation_ATP2B2,avg_logisticLasso_mu,0.969978,0.993743,0.975308,0.974194
mutation_NCAN,avg_logisticLasso_mu,0.971541,0.992485,0.976676,0.975875
mutation_TCERG1,avg_logisticLasso_mu,0.971546,0.997371,0.975832,0.975038
mutation_AKR1B15,avg_logisticLasso_mu,0.980882,0.997974,0.983721,0.983358
mutation_URB1,avg_logisticLasso_mu,0.964353,0.994748,0.96812,0.966732
mutation_NID1,avg_logisticLasso_mu,0.975617,0.986442,0.979092,0.978371
mutation_ARHGAP35,avg_logisticLasso_mu,0.9703,0.993382,0.975393,0.974198
mutation_RB1CC1,avg_logisticLasso_mu,0.959245,0.997232,0.966541,0.965868
mutation_ABCC11,avg_logisticLasso_mu,0.970056,0.995739,0.975311,0.974198
mutation_PHLDB3,avg_logisticLasso_mu,0.968289,0.994473,0.973737,0.972535
mutation_TYK2,avg_logisticLasso_mu,0.97122,0.989212,0.975859,0.975041
mutation_PLCB3,avg_logisticLasso_mu,0.977735,0.98985,0.980693,0.980024
mutation_CHD3,avg_logisticLasso_mu,0.9756,0.99414,0.979081,0.978361
mutation_NPHS1,avg_logisticLasso_mu,0.974357,0.989909,0.97828,0.977528
mutation_ADAMTS1,avg_logisticLasso_mu,0.969905,0.996605,0.974998,0.974215
mutation_TENM4,avg_logisticLasso_mu,0.974713,0.983737,0.976893,0.975864
mutation_ARID5B,avg_logisticLasso_mu,0.975414,0.989797,0.978951,0.978378
mutation_WDR64,avg_logisticLasso_mu,0.965001,0.966702,0.971163,0.970052
mutation_MAST1,avg_logisticLasso_mu,0.977836,0.999134,0.980577,0.980035
mutation_ELAVL2,avg_logisticLasso_mu,0.968222,0.986903,0.973399,0.972559
mutation_NCAPD3,avg_logisticLasso_mu,0.971178,0.998362,0.975893,0.975045
mutation_MPHOSPH9,avg_logisticLasso_mu,0.974869,0.995312,0.978134,0.977545
mutation_FAM47B,avg_logisticLasso_mu,0.969143,0.99418,0.974709,0.973361
mutation_C8A,avg_logisticLasso_mu,0.959234,0.985336,0.966074,0.965875
mutation_CTNND1,avg_logisticLasso_mu,0.969328,0.985783,0.97461,0.973364
mutation_BTAF1,avg_logisticLasso_mu,0.984452,0.999571,0.986209,0.985864
mutation_PEG3,avg_logisticLasso_mu,0.958578,0.986929,0.963989,0.961722
mutation_ZNF862,avg_logisticLasso_mu,0.966921,0.994683,0.973064,0.971694
mutation_ZNF646,avg_logisticLasso_mu,0.979816,0.995105,0.982127,0.981705
mutation_KDM3B,avg_logisticLasso_mu,0.974671,0.983006,0.978513,0.977517
mutation_PLEKHA5,avg_logisticLasso_mu,0.974641,0.986824,0.978306,0.977531
mutation_NLRP2,avg_logisticLasso_mu,0.969356,0.988816,0.974491,0.973364
mutation_CNTN4,avg_logisticLasso_mu,0.967227,0.998348,0.973089,0.971694
mutation_ARPP21,avg_logisticLasso_mu,0.961506,0.983384,0.96996,0.968375
mutation_FCRL5,avg_logisticLasso_mu,0.967632,0.993266,0.973611,0.972548
mutation_IL16,avg_logisticLasso_mu,0.965164,0.986475,0.972303,0.970864
mutation_HEPHL1,avg_logisticLasso_mu,0.965214,0.96643,0.97238,0.970868
mutation_DNAH1,avg_logisticLasso_mu,0.972955,0.996799,0.974874,0.974212
mutation_RUNX1T1,avg_logisticLasso_mu,0.959654,0.988392,0.968501,0.966701
mutation_KCNMA1,avg_logisticLasso_mu,0.964756,0.993588,0.971613,0.970028
mutation_EPHA10,avg_logisticLasso_mu,0.968292,0.983356,0.973418,0.972552
mutation_ATP8A2,avg_logisticLasso_mu,0.957274,0.983447,0.9671,0.965041
mutation_AQR,avg_logisticLasso_mu,0.957836,0.996122,0.966951,0.965038
mutation_PHLDB2,avg_logisticLasso_mu,0.969363,0.989896,0.974397,0.973368
mutation_MMRN1,avg_logisticLasso_mu,0.958953,0.975198,0.967731,0.965871
mutation_PCDHB16,avg_logisticLasso_mu,0.96474,0.982939,0.970626,0.970024
mutation_CDCA2,avg_logisticLasso_mu,0.971414,0.993532,0.976101,0.975028
mutation_ITPKB,avg_logisticLasso_mu,0.96728,0.980505,0.972829,0.971715
mutation_IGFN1,avg_logisticLasso_mu,0.971743,0.994097,0.974208,0.973396
mutation_ARHGAP39,avg_logisticLasso_mu,0.975443,0.993774,0.978546,0.978375
mutation_KIF19,avg_logisticLasso_mu,0.973625,0.996795,0.97737,0.976708
mutation_PCDH8,avg_logisticLasso_mu,0.969819,0.992918,0.973748,0.973354
mutation_FMN1,avg_logisticLasso_mu,0.968,0.993384,0.973759,0.972535
mutation_NLRP9,avg_logisticLasso_mu,0.975897,0.999293,0.978966,0.978368
mutation_CDH11,avg_logisticLasso_mu,0.964183,0.986517,0.971792,0.970017
mutation_PIGO,avg_logisticLasso_mu,0.973613,0.992698,0.977506,0.976698
mutation_ITSN1,avg_logisticLasso_mu,0.98066,0.996649,0.983046,0.982524
mutation_STK11,avg_logisticLasso_mu,0.979926,0.992089,0.981838,0.981691
mutation_WDR33,avg_logisticLasso_mu,0.973821,0.996666,0.977275,0.976684
mutation_EPPK1,avg_logisticLasso_mu,0.97489,0.993178,0.977516,0.976736
mutation_DST,avg_logisticLasso_mu,0.978951,0.997588,0.979947,0.979194
mutation_NRIP1,avg_logisticLasso_mu,0.977925,0.998034,0.980644,0.980024
mutation_BNC2,avg_logisticLasso_mu,0.971488,0.991095,0.976004,0.975031
mutation_INSR,avg_logisticLasso_mu,0.965838,0.996461,0.97249,0.970854
mutation_TNS3,avg_logisticLasso_mu,0.96614,0.989876,0.972872,0.971719
mutation_TRERF1,avg_logisticLasso_mu,0.970296,0.992763,0.975205,0.974198
mutation_SLC9C1,avg_logisticLasso_mu,0.975281,0.987333,0.979373,0.978344
mutation_LRFN5,avg_logisticLasso_mu,0.954122,0.995902,0.96568,0.963368
mutation_UGGT1,avg_logisticLasso_mu,0.97193,0.985715,0.976626,0.975882
mutation_ITGA8,avg_logisticLasso_mu,0.969107,0.991339,0.973921,0.973358
mutation_NHSL1,avg_logisticLasso_mu,0.969396,0.990317,0.973734,0.973382
mutation_TRIO,avg_logisticLasso_mu,0.969573,0.991973,0.971419,0.970871
mutation_PCDHA6,avg_logisticLasso_mu,0.97014,0.99532,0.974893,0.974208
mutation_NEURL4,avg_logisticLasso_mu,0.966476,0.997288,0.972811,0.971708
mutation_CEP128,avg_logisticLasso_mu,0.96525,0.99544,0.97221,0.970871
mutation_ITIH5,avg_logisticLasso_mu,0.971359,0.996944,0.976086,0.975035
mutation_ZNF300,avg_logisticLasso_mu,0.96687,0.992428,0.97275,0.971736
mutation_DDX11,avg_logisticLasso_mu,0.979505,0.992271,0.982151,0.981722
mutation_IGSF9,avg_logisticLasso_mu,0.968019,0.987712,0.973669,0.972541
mutation_ELMO1,avg_logisticLasso_mu,0.963674,0.974719,0.970476,0.969212
mutation_SHROOM4,avg_logisticLasso_mu,0.97758,0.99543,0.980492,0.980041
mutation_CEP135,avg_logisticLasso_mu,0.956967,0.983896,0.966627,0.965059
mutation_KALRN,avg_logisticLasso_mu,0.975492,0.9984,0.978071,0.976694
mutation_PCM1,avg_logisticLasso_mu,0.968224,0.97754,0.973522,0.972541
mutation_TECPR1,avg_logisticLasso_mu,0.97389,0.996321,0.977283,0.977528
mutation_NELL2,avg_logisticLasso_mu,0.974852,0.994748,0.97895,0.978396
mutation_KTN1,avg_logisticLasso_mu,0.97271,0.991268,0.976913,0.975858
mutation_MET,avg_logisticLasso_mu,0.968315,0.996085,0.973808,0.972528
mutation_ARHGEF40,avg_logisticLasso_mu,0.976321,0.996407,0.978999,0.979194
mutation_CNTN3,avg_logisticLasso_mu,0.967023,0.992083,0.972864,0.971712
mutation_ZBED4,avg_logisticLasso_mu,0.972369,0.98998,0.977515,0.976708
mutation_DPAGT1,avg_logisticLasso_mu,0.970915,0.99727,0.975801,0.975062
mutation_ATP10D,avg_logisticLasso_mu,0.961083,0.980587,0.969931,0.968378
mutation_KIAA2026,avg_logisticLasso_mu,0.977479,0.996314,0.978971,0.978382
mutation_PCDHB6,avg_logisticLasso_mu,0.971797,0.981064,0.976687,0.975878
mutation_FAM47C,avg_logisticLasso_mu,0.971045,0.977331,0.975879,0.975041
mutation_ZNF189,avg_logisticLasso_mu,0.960864,0.97533,0.968782,0.967559
mutation_PRKCA,avg_logisticLasso_mu,0.972917,0.993245,0.977529,0.976715
mutation_STAG3,avg_logisticLasso_mu,0.97858,0.982193,0.981488,0.980868
mutation_RIN2,avg_logisticLasso_mu,0.973948,0.991745,0.978219,0.977545
mutation_ESF1,avg_logisticLasso_mu,0.963511,0.97847,0.970506,0.969212
mutation_ANKS1B,avg_logisticLasso_mu,0.969675,0.936781,0.973682,0.973364
mutation_BRINP2,avg_logisticLasso_mu,0.973102,0.990137,0.97586,0.976701
mutation_GPR124,avg_logisticLasso_mu,0.972665,0.997847,0.976816,0.975868
mutation_ABCA12,avg_logisticLasso_mu,0.968318,0.995117,0.971663,0.970038
mutation_NRG3,avg_logisticLasso_mu,0.966887,0.99903,0.972732,0.971712
mutation_SHANK3,avg_logisticLasso_mu,0.973829,0.980168,0.973307,0.977531
mutation_BOC,avg_logisticLasso_mu,0.970407,0.99309,0.974513,0.974219
mutation_LRRCC1,avg_logisticLasso_mu,0.97145,0.992133,0.976034,0.975028
mutation_MYPN,avg_logisticLasso_mu,0.974262,0.988931,0.978484,0.977521
mutation_ZNF335,avg_logisticLasso_mu,0.969119,0.995765,0.97426,0.973378
mutation_PER2,avg_logisticLasso_mu,0.970305,0.982977,0.975057,0.974208
mutation_SLC4A3,avg_logisticLasso_mu,0.968238,0.994149,0.973803,0.972531
mutation_OGDHL,avg_logisticLasso_mu,0.961978,0.986407,0.97007,0.968364
mutation_TTC6,avg_logisticLasso_mu,0.97137,0.997414,0.976976,0.975871
mutation_CHD9,avg_logisticLasso_mu,0.982767,0.991605,0.983839,0.983361
mutation_AMER1,avg_logisticLasso_mu,0.969366,0.988891,0.97425,0.973378
mutation_LATS2,avg_logisticLasso_mu,0.971152,0.993796,0.975796,0.975048
mutation_CPD,avg_logisticLasso_mu,0.971547,0.980654,0.976007,0.975028
mutation_STAG2,avg_logisticLasso_mu,0.964116,0.995642,0.971565,0.970028
mutation_KRT3,avg_logisticLasso_mu,0.968577,0.980712,0.973729,0.973364
mutation_STK11IP,avg_logisticLasso_mu,0.969549,0.991441,0.974996,0.974225
mutation_PCDHA12,avg_logisticLasso_mu,0.966538,0.977993,0.973259,0.971698
mutation_TEX2,avg_logisticLasso_mu,0.968149,0.979778,0.972197,0.972562
mutation_ZBTB41,avg_logisticLasso_mu,0.96394,0.986286,0.969371,0.969239
mutation_CASKIN1,avg_logisticLasso_mu,0.973756,0.99704,0.976689,0.977535
mutation_TENM3,avg_logisticLasso_mu,0.97169,0.990724,0.974373,0.973378
mutation_UHRF1BP1,avg_logisticLasso_mu,0.972064,0.994674,0.976768,0.975871
mutation_SV2C,avg_logisticLasso_mu,0.968887,0.988201,0.974276,0.973382
mutation_TOPAZ1,avg_logisticLasso_mu,0.973646,0.990843,0.97742,0.976701
mutation_CYFIP1,avg_logisticLasso_mu,0.970003,0.984115,0.975071,0.974212
mutation_ALS2,avg_logisticLasso_mu,0.979649,0.989293,0.982171,0.981698
mutation_PHLDB1,avg_logisticLasso_mu,0.972042,0.991442,0.97687,0.975871
mutation_KIF13A,avg_logisticLasso_mu,0.969555,0.983478,0.975026,0.974229
mutation_PLB1,avg_logisticLasso_mu,0.966407,0.987023,0.972778,0.971712
mutation_VARS,avg_logisticLasso_mu,0.964532,0.993667,0.971418,0.970035
mutation_SETD5,avg_logisticLasso_mu,0.969016,0.992972,0.974374,0.973371
mutation_NCOR2,avg_logisticLasso_mu,0.97743,0.992181,0.979155,0.978347
mutation_PARD3B,avg_logisticLasso_mu,0.978599,0.985616,0.981421,0.980864
mutation_KIF13B,avg_logisticLasso_mu,0.979236,0.996806,0.982143,0.981698
mutation_NACAD,avg_logisticLasso_mu,0.96999,0.988841,0.97507,0.974212
mutation_GOLGA8A,avg_logisticLasso_mu,0.97674,0.994293,0.979784,0.979208
mutation_ANLN,avg_logisticLasso_mu,0.975611,0.991817,0.979923,0.979205
mutation_SLITRK2,avg_logisticLasso_mu,0.976633,0.992094,0.979893,0.979194
mutation_PLEKHG2,avg_logisticLasso_mu,0.972688,0.995986,0.976538,0.975864
mutation_ATP8B4,avg_logisticLasso_mu,0.973463,0.989795,0.977671,0.976687
mutation_MAP3K9,avg_logisticLasso_mu,0.962027,0.979601,0.96826,0.968368
mutation_ANKRD31,avg_logisticLasso_mu,0.973578,0.966644,0.977714,0.976687
mutation_LYST,avg_logisticLasso_mu,0.98007,0.993876,0.981247,0.980854
mutation_GUCY2C,avg_logisticLasso_mu,0.966103,0.990701,0.972705,0.971729
mutation_MUC3A,avg_logisticLasso_mu,0.970186,0.989724,0.975021,0.974187
mutation_SMC3,avg_logisticLasso_mu,0.970646,0.978424,0.975746,0.975055
mutation_IFT122,avg_logisticLasso_mu,0.977387,0.998395,0.980731,0.980024
mutation_FCRL3,avg_logisticLasso_mu,0.962139,0.977674,0.96995,0.968378
mutation_CLCN1,avg_logisticLasso_mu,0.971385,0.996808,0.975971,0.975031
mutation_CDH2,avg_logisticLasso_mu,0.964099,0.992828,0.971577,0.970041
mutation_NCAPD2,avg_logisticLasso_mu,0.970983,0.988381,0.975724,0.975059
mutation_TONSL,avg_logisticLasso_mu,0.968661,0.984625,0.975446,0.974215
mutation_RFC1,avg_logisticLasso_mu,0.971015,0.986344,0.975948,0.975038
mutation_HELZ2,avg_logisticLasso_mu,0.970111,0.989229,0.972576,0.971715
mutation_KIAA1755,avg_logisticLasso_mu,0.964996,0.986704,0.969831,0.970875
mutation_MICALL2,avg_logisticLasso_mu,0.970819,0.942573,0.975812,0.975052
mutation_CCDC171,avg_logisticLasso_mu,0.976875,0.986405,0.979576,0.979198
mutation_MYRF,avg_logisticLasso_mu,0.976583,0.998888,0.979255,0.979201
mutation_RAD51AP2,avg_logisticLasso_mu,0.971322,0.988538,0.975888,0.975041
mutation_ESRP1,avg_logisticLasso_mu,0.975756,0.982446,0.978759,0.978354
mutation_PLXNB3,avg_logisticLasso_mu,0.981654,0.999826,0.98384,0.983347
mutation_AR,avg_logisticLasso_mu,0.972459,0.990344,0.976796,0.975861
mutation_FAM47A,avg_logisticLasso_mu,0.971711,0.996963,0.975368,0.975028
mutation_ABL1,avg_logisticLasso_mu,0.972131,0.99553,0.97669,0.975868
mutation_LAMA2,avg_logisticLasso_mu,0.978336,0.995108,0.979952,0.979194
mutation_MUC4,avg_logisticLasso_mu,0.976283,0.996273,0.977203,0.976732
mutation_UBE4B,avg_logisticLasso_mu,0.977702,0.991753,0.980545,0.980035
mutation_ZMYM5,avg_logisticLasso_mu,0.970894,0.988009,0.975846,0.975073
mutation_C5,avg_logisticLasso_mu,0.970996,0.988851,0.975881,0.975038
mutation_ITIH6,avg_logisticLasso_mu,0.96735,0.974881,0.973463,0.972548
mutation_TIAM2,avg_logisticLasso_mu,0.968919,0.987275,0.974343,0.973382
mutation_FSTL4,avg_logisticLasso_mu,0.976701,0.998146,0.979389,0.979191
mutation_CDC42BPG,avg_logisticLasso_mu,0.97652,0.989699,0.979717,0.979205
mutation_NEK1,avg_logisticLasso_mu,0.971464,0.981463,0.97579,0.975052
mutation_FAM83B,avg_logisticLasso_mu,0.963437,0.986243,0.967142,0.970045
mutation_A2M,avg_logisticLasso_mu,0.975236,0.986039,0.979038,0.978371
mutation_FLNC,avg_logisticLasso_mu,0.970857,0.992075,0.973872,0.972541
mutation_FUK,avg_logisticLasso_mu,0.9777,0.990387,0.98066,0.980028
mutation_CASS4,avg_logisticLasso_mu,0.966767,0.990358,0.972897,0.971701
mutation_NLGN1,avg_logisticLasso_mu,0.966532,0.997811,0.96941,0.971705
mutation_ZBTB7C,avg_logisticLasso_mu,0.973812,0.998139,0.978621,0.977538
mutation_TBC1D4,avg_logisticLasso_mu,0.971841,0.991003,0.976825,0.975871
mutation_PROX1,avg_logisticLasso_mu,0.975465,0.996837,0.978946,0.978371
mutation_CAMSAP2,avg_logisticLasso_mu,0.973431,0.981211,0.976852,0.976687
mutation_NAALADL2,avg_logisticLasso_mu,0.970002,0.996446,0.975112,0.974205
mutation_MTMR4,avg_logisticLasso_mu,0.960155,0.993151,0.969144,0.967541
mutation_TDRD5,avg_logisticLasso_mu,0.969592,0.993957,0.973693,0.973375
mutation_PRKDC,avg_logisticLasso_mu,0.976512,0.996174,0.978413,0.977541
mutation_INF2,avg_logisticLasso_mu,0.96802,0.993313,0.973911,0.972524
mutation_IFIH1,avg_logisticLasso_mu,0.972468,0.991279,0.976605,0.975875
mutation_KANSL1,avg_logisticLasso_mu,0.968205,0.985097,0.974247,0.973382
mutation_NRCAM,avg_logisticLasso_mu,0.968889,0.993778,0.974409,0.973368
mutation_BCL11A,avg_logisticLasso_mu,0.967919,0.987716,0.973689,0.972531
mutation_FGA,avg_logisticLasso_mu,0.96308,0.968536,0.970748,0.969201
mutation_SLC4A2,avg_logisticLasso_mu,0.972396,0.994957,0.976683,0.975868
mutation_USP19,avg_logisticLasso_mu,0.978942,0.989184,0.981403,0.980858
mutation_PLCB2,avg_logisticLasso_mu,0.968103,0.994469,0.973703,0.972545
mutation_PCDHB4,avg_logisticLasso_mu,0.967862,0.982261,0.973619,0.972535
mutation_NOTCH1,avg_logisticLasso_mu,0.973937,0.987494,0.975254,0.975045
mutation_PRPF8,avg_logisticLasso_mu,0.966772,0.988053,0.974404,0.972524
mutation_BAI1,avg_logisticLasso_mu,0.973853,0.984749,0.976902,0.976701
mutation_NPAS3,avg_logisticLasso_mu,0.969784,0.994297,0.975253,0.974201
mutation_TRAPPC8,avg_logisticLasso_mu,0.97354,0.993116,0.977655,0.976687
mutation_DIAPH3,avg_logisticLasso_mu,0.951697,0.989821,0.960191,0.960892
mutation_COPB1,avg_logisticLasso_mu,0.970091,0.991597,0.97511,0.974208
mutation_BTBD11,avg_logisticLasso_mu,0.969688,0.954122,0.973812,0.973354
mutation_FNIP1,avg_logisticLasso_mu,0.972528,0.992525,0.976664,0.975868
mutation_CORIN,avg_logisticLasso_mu,0.975808,0.998228,0.979165,0.978354
mutation_IQCA1,avg_logisticLasso_mu,0.970903,0.978565,0.975981,0.975031
mutation_NBPF14,avg_logisticLasso_mu,0.971555,0.993201,0.97445,0.973416
mutation_NISCH,avg_logisticLasso_mu,0.972057,0.992609,0.976977,0.975854
mutation_FOLH1,avg_logisticLasso_mu,0.966822,0.976123,0.971234,0.972535
mutation_ACTN2,avg_logisticLasso_mu,0.969543,0.983106,0.973671,0.973368
mutation_GPRC6A,avg_logisticLasso_mu,0.956785,0.994786,0.967022,0.965059
mutation_EHMT1,avg_logisticLasso_mu,0.97036,0.97687,0.975261,0.974194
mutation_RBM20,avg_logisticLasso_mu,0.970266,0.988897,0.975144,0.974201
mutation_MIB2,avg_logisticLasso_mu,0.962731,0.99073,0.969495,0.968368
mutation_PTPN21,avg_logisticLasso_mu,0.966726,0.949298,0.972976,0.971705
mutation_MAPKBP1,avg_logisticLasso_mu,0.96931,0.978735,0.974279,0.973375
mutation_USP54,avg_logisticLasso_mu,0.965251,0.988566,0.972006,0.970878
mutation_BAZ2B,avg_logisticLasso_mu,0.970716,0.994063,0.973013,0.972552
mutation_MIS18BP1,avg_logisticLasso_mu,0.969768,0.985936,0.975347,0.974191
mutation_CCDC129,avg_logisticLasso_mu,0.97672,0.986387,0.979786,0.979201
mutation_ZMIZ1,avg_logisticLasso_mu,0.972411,0.974364,0.97692,0.975854
mutation_SENP5,avg_logisticLasso_mu,0.971769,0.972604,0.974998,0.975059
mutation_SYNM,avg_logisticLasso_mu,0.966717,0.988671,0.972991,0.971698
mutation_RSF1,avg_logisticLasso_mu,0.969897,0.995813,0.975428,0.974191
mutation_LRRC4C,avg_logisticLasso_mu,0.959048,0.982752,0.968189,0.966719
mutation_CNGB3,avg_logisticLasso_mu,0.966547,0.998333,0.972736,0.971722
mutation_BCAN,avg_logisticLasso_mu,0.962044,0.987642,0.968746,0.968368
mutation_FHAD1,avg_logisticLasso_mu,0.964578,0.990869,0.970277,0.970028
mutation_ZDBF2,avg_logisticLasso_mu,0.964656,0.996363,0.968228,0.967573
mutation_OR4M2,avg_logisticLasso_mu,0.960154,0.995213,0.969047,0.967562
mutation_VARS2,avg_logisticLasso_mu,0.973841,0.995588,0.978107,0.977548
mutation_CLSPN,avg_logisticLasso_mu,0.959964,0.995187,0.969463,0.967524
mutation_UGGT2,avg_logisticLasso_mu,0.969965,0.981883,0.975028,0.974225
mutation_AHI1,avg_logisticLasso_mu,0.96743,0.988243,0.973642,0.972535
mutation_ATRN,avg_logisticLasso_mu,0.969374,0.978163,0.973058,0.974198
mutation_FBLN2,avg_logisticLasso_mu,0.964686,0.984363,0.970661,0.970045
mutation_FZD10,avg_logisticLasso_mu,0.971116,0.987597,0.975921,0.975045
mutation_INTS2,avg_logisticLasso_mu,0.96382,0.98982,0.971178,0.970048
mutation_ANO2,avg_logisticLasso_mu,0.9791,0.993059,0.98211,0.981701
mutation_SRCAP,avg_logisticLasso_mu,0.978374,0.993588,0.979898,0.979194
mutation_SYNPO2,avg_logisticLasso_mu,0.961694,0.978977,0.969666,0.968385
mutation_TMEM2,avg_logisticLasso_mu,0.971399,0.990879,0.976002,0.975028
mutation_ITGAE,avg_logisticLasso_mu,0.969973,0.997401,0.975215,0.974205
mutation_MYBPC3,avg_logisticLasso_mu,0.973289,0.996381,0.977628,0.976698
mutation_LRRC16A,avg_logisticLasso_mu,0.97439,0.998098,0.978181,0.977538
mutation_ATP8B3,avg_logisticLasso_mu,0.96337,0.994543,0.970517,0.969208
mutation_TMEM132B,avg_logisticLasso_mu,0.958151,0.994306,0.966256,0.965864
mutation_RAPGEF2,avg_logisticLasso_mu,0.96412,0.978027,0.970439,0.970052
mutation_BLM,avg_logisticLasso_mu,0.977671,0.993891,0.980561,0.980038
mutation_ABCB4,avg_logisticLasso_mu,0.968514,0.993091,0.974324,0.973378
mutation_UNC79,avg_logisticLasso_mu,0.975713,0.993749,0.977391,0.976694
mutation_EIF2AK3,avg_logisticLasso_mu,0.968963,0.993585,0.974249,0.973378
mutation_PARD3,avg_logisticLasso_mu,0.972357,0.968527,0.975867,0.975868
mutation_NOS2,avg_logisticLasso_mu,0.971239,0.966376,0.975971,0.975031
mutation_PTPRG,avg_logisticLasso_mu,0.97342,0.97439,0.977852,0.976677
