Unnamed: 0,avg_transfer_gscore,RMSE_avg,MSE_avg,Pearsonr_avg,Pearsonr_pvalue_avg,Spearmanr_avg,Spearmanr_pvalue_avg,R_square_avg
gene_effect_MARCH1,avg_transfer_gscore,0.081087,0.00763,0.687922,3.48E-02,0.675212,5.17E-02,0.479858
gene_effect_GID8,avg_transfer_gscore,0.114151,0.015287,0.740734,6.54E-03,0.722038,6.79E-03,0.410776
gene_effect_ZNF547,avg_transfer_gscore,0.07698,0.006956,0.693338,2.79E-02,0.674211,9.06E-02,0.410303
gene_effect_CCDC61,avg_transfer_gscore,0.094493,0.011009,0.645172,1.89E-01,0.644364,1.77E-01,0.22891
gene_effect_BOLL,avg_transfer_gscore,0.088394,0.009458,0.690777,1.69E-01,0.685587,1.42E-01,0.303577
gene_effect_CD99L2,avg_transfer_gscore,0.081079,0.008146,0.664537,1.05E-01,0.640599,8.84E-02,0.353389
gene_effect_UBXN11,avg_transfer_gscore,0.07568,0.006832,0.667809,1.33E-01,0.677018,6.66E-02,0.432586
gene_effect_SMPD2,avg_transfer_gscore,0.106246,0.01277,0.600757,6.49E-02,0.562673,4.99E-02,0.277468
gene_effect_ZNF665,avg_transfer_gscore,0.063604,0.004864,0.690853,5.97E-02,0.702217,3.43E-02,0.428854
gene_effect_GP1BB,avg_transfer_gscore,0.104744,0.012359,0.749194,7.37E-04,0.719808,3.95E-04,0.510359
gene_effect_ZNF708,avg_transfer_gscore,0.078039,0.007537,0.66172,6.12E-02,0.626436,3.54E-02,0.435083
gene_effect_LTBP2,avg_transfer_gscore,0.089688,0.009728,0.705044,4.98E-03,0.680897,9.53E-03,0.518774
gene_effect_GEM,avg_transfer_gscore,0.073482,0.00659,0.662054,1.28E-01,0.640273,1.73E-01,0.488406
gene_effect_EIF5B,avg_transfer_gscore,0.104328,0.012883,0.740463,4.02E-02,0.720507,2.88E-02,0.401442
gene_effect_ZNF707,avg_transfer_gscore,0.08001,0.007996,0.699481,6.33E-02,0.684589,9.25E-02,0.483445
gene_effect_RP1L1,avg_transfer_gscore,0.094868,0.010601,0.735722,7.36E-03,0.710295,1.03E-02,0.365366
gene_effect_MTF2,avg_transfer_gscore,0.100039,0.012533,0.767799,4.07E-04,0.743802,2.44E-04,0.565447
gene_effect_IFIT1,avg_transfer_gscore,0.082027,0.008051,0.665248,1.15E-01,0.670181,1.37E-01,0.38905
gene_effect_PNRC2,avg_transfer_gscore,0.103244,0.012379,0.712881,4.00E-03,0.708205,4.73E-03,0.461224
gene_effect_IRX1,avg_transfer_gscore,0.098585,0.010984,0.726997,1.22E-02,0.720377,6.57E-03,0.487514
gene_effect_ATP1A4,avg_transfer_gscore,0.087832,0.008924,0.690032,1.78E-01,0.644455,1.19E-01,0.450354
gene_effect_FNDC4,avg_transfer_gscore,0.101514,0.010862,0.528756,1.47E-01,0.560832,8.57E-02,0.249502
gene_effect_MRPS34,avg_transfer_gscore,0.134743,0.02265,0.742973,3.60E-02,0.726467,7.13E-02,0.543195
gene_effect_C19orf12,avg_transfer_gscore,0.085458,0.009369,0.711653,1.48E-02,0.703482,1.05E-02,0.429812
gene_effect_ACSM6,avg_transfer_gscore,0.081447,0.007346,0.719458,1.67E-02,0.706792,1.16E-02,0.491983
gene_effect_FTSJ3,avg_transfer_gscore,0.088064,0.009645,0.800788,2.32E-05,0.7768,1.68E-04,0.632717
gene_effect_CSMD1,avg_transfer_gscore,0.087738,0.008813,0.67036,8.13E-02,0.643699,6.81E-02,0.416783
gene_effect_OR2AG1,avg_transfer_gscore,0.080795,0.007134,0.701393,2.49E-02,0.693708,5.56E-03,0.466393
gene_effect_FRA10AC1,avg_transfer_gscore,0.098507,0.012304,0.734817,2.90E-03,0.714737,2.82E-03,0.583346
gene_effect_ABCA8,avg_transfer_gscore,0.083507,0.009091,0.716164,3.48E-03,0.713854,7.01E-03,0.532756
gene_effect_ODF2L,avg_transfer_gscore,0.097898,0.0114,0.63796,1.45E-01,0.644468,1.09E-01,0.318329
gene_effect_MGLL,avg_transfer_gscore,0.097781,0.010752,0.672365,9.12E-03,0.656144,6.77E-03,0.41023
gene_effect_SYCP3,avg_transfer_gscore,0.078247,0.007307,0.731049,2.94E-02,0.695296,3.96E-02,0.479798
gene_effect_SPIB,avg_transfer_gscore,0.089804,0.009556,0.693397,4.40E-02,0.702576,6.03E-03,0.326813
gene_effect_MAGI1,avg_transfer_gscore,0.093367,0.009932,0.686381,9.66E-02,0.662464,2.80E-02,0.395595
gene_effect_TPD52L1,avg_transfer_gscore,0.085095,0.008477,0.681149,4.24E-02,0.659698,2.43E-02,0.322816
gene_effect_OR11A1,avg_transfer_gscore,0.079609,0.006913,0.701107,2.28E-02,0.6844,4.40E-03,0.357418
gene_effect_PLTP,avg_transfer_gscore,0.104973,0.013051,0.689277,1.16E-01,0.696026,1.73E-01,0.396849
gene_effect_ZNF205,avg_transfer_gscore,0.109213,0.013754,0.68008,1.55E-01,0.660011,1.64E-01,0.449411
gene_effect_SLC18A2,avg_transfer_gscore,0.06643,0.005578,0.715528,3.55E-02,0.684632,4.19E-02,0.51083
gene_effect_DENND2D,avg_transfer_gscore,0.095401,0.010423,0.707819,4.50E-03,0.681939,3.05E-03,0.435896
gene_effect_EIF3M,avg_transfer_gscore,0.149715,0.025355,0.770478,2.35E-05,0.773357,4.50E-05,0.459652
gene_effect_ROPN1B,avg_transfer_gscore,0.069442,0.00619,0.70084,5.26E-02,0.684946,7.52E-02,0.435435
gene_effect_OPN4,avg_transfer_gscore,0.073364,0.006483,0.704956,8.14E-02,0.694886,4.19E-02,0.381594
gene_effect_SCRT1,avg_transfer_gscore,0.136415,0.021079,0.662011,3.52E-02,0.657562,2.54E-02,0.310264
gene_effect_TEX36,avg_transfer_gscore,0.063512,0.0043,0.747953,4.23E-04,0.725988,2.29E-04,0.457477
gene_effect_LPCAT3,avg_transfer_gscore,0.104029,0.012337,0.72037,2.25E-02,0.68016,3.46E-02,0.443719
gene_effect_HES1,avg_transfer_gscore,0.121543,0.017764,0.684883,1.78E-01,0.653715,1.63E-01,0.388708
gene_effect_MAP3K1,avg_transfer_gscore,0.101759,0.01312,0.660063,1.26E-01,0.658923,1.25E-01,0.295351
gene_effect_PER3,avg_transfer_gscore,0.091702,0.009992,0.659695,9.70E-02,0.621573,1.38E-01,0.326944
gene_effect_DEFB116,avg_transfer_gscore,0.079178,0.007319,0.697527,3.44E-02,0.695926,1.80E-02,0.478769
gene_effect_OR51G2,avg_transfer_gscore,0.076555,0.006943,0.67439,1.67E-01,0.652312,1.66E-01,0.420608
gene_effect_EPM2A,avg_transfer_gscore,0.094764,0.010747,0.690488,6.82E-02,0.674795,7.67E-02,0.449636
gene_effect_LSM8,avg_transfer_gscore,0.134865,0.020852,0.760413,2.20E-04,0.762341,5.00E-05,0.566684
gene_effect_CACFD1,avg_transfer_gscore,0.075445,0.00714,0.707413,1.89E-01,0.70345,1.36E-01,0.452967
gene_effect_PTPA,avg_transfer_gscore,0.163967,0.03144,0.723686,2.15E-03,0.714792,1.39E-03,0.420622
gene_effect_SPTSSB,avg_transfer_gscore,0.070186,0.005903,0.655386,1.46E-01,0.617288,9.98E-02,0.432191
gene_effect_GLIPR1L2,avg_transfer_gscore,0.083828,0.008414,0.723191,1.62E-01,0.72422,1.08E-01,0.481066
gene_effect_SLC4A1AP,avg_transfer_gscore,0.114927,0.015002,0.593943,6.34E-03,0.580553,1.88E-02,0.263734
gene_effect_DEPP1,avg_transfer_gscore,0.09591,0.011124,0.627451,8.18E-02,0.599877,1.17E-01,0.339924
gene_effect_HACD4,avg_transfer_gscore,0.081436,0.008897,0.635385,7.07E-02,0.646598,1.41E-01,0.437263
gene_effect_TMEM51,avg_transfer_gscore,0.086992,0.008488,0.653162,1.15E-01,0.62732,1.20E-01,0.44371
gene_effect_SPINT3,avg_transfer_gscore,0.087902,0.008935,0.620862,2.51E-02,0.617432,8.05E-02,0.289577
gene_effect_ASF1A,avg_transfer_gscore,0.109815,0.014732,0.74777,8.40E-04,0.72567,2.57E-03,0.569999
gene_effect_KIF11,avg_transfer_gscore,0.148392,0.027266,0.766542,1.37E-04,0.761186,1.68E-05,0.569375
gene_effect_AGBL1,avg_transfer_gscore,0.100683,0.010891,0.595609,1.71E-01,0.595469,1.65E-01,0.112768
gene_effect_CPLANE1,avg_transfer_gscore,0.108243,0.013577,0.644731,1.74E-01,0.593201,1.38E-01,0.169877
gene_effect_SEMA4B,avg_transfer_gscore,0.087724,0.009411,0.716085,8.31E-03,0.699278,2.08E-03,0.460072
gene_effect_STMN1,avg_transfer_gscore,0.102681,0.012913,0.749369,4.29E-02,0.707371,1.06E-01,0.558923
gene_effect_LAMA3,avg_transfer_gscore,0.078614,0.007619,0.740115,5.43E-03,0.725998,1.36E-02,0.54291
gene_effect_AGPAT1,avg_transfer_gscore,0.113424,0.016948,0.706493,1.53E-01,0.648775,1.80E-01,0.447808
gene_effect_FGF7,avg_transfer_gscore,0.094472,0.011278,0.703533,1.01E-01,0.696315,8.73E-02,0.443675
gene_effect_IFNB1,avg_transfer_gscore,0.060562,0.005096,0.696184,8.19E-02,0.677965,5.28E-02,0.494159
gene_effect_TOX3,avg_transfer_gscore,0.093283,0.010675,0.66689,4.25E-02,0.676505,1.66E-02,0.374764
gene_effect_SPDYE16,avg_transfer_gscore,0.096585,0.011277,0.678373,1.36E-01,0.65924,1.62E-01,0.434652
gene_effect_CNIH2,avg_transfer_gscore,0.085398,0.00838,0.790893,1.24E-06,0.725087,1.48E-03,0.547641
gene_effect_KIF1A,avg_transfer_gscore,0.081132,0.00839,0.665458,1.82E-01,0.658077,1.45E-01,0.489309
gene_effect_TMEM35A,avg_transfer_gscore,0.07441,0.006854,0.643532,1.48E-01,0.616181,1.25E-01,0.428174
gene_effect_OR9A4,avg_transfer_gscore,0.085023,0.00904,0.648743,2.24E-02,0.638412,3.71E-02,0.355219
gene_effect_RNASE4,avg_transfer_gscore,0.093659,0.010465,0.65898,3.29E-02,0.660951,3.76E-02,0.373937
gene_effect_LCORL,avg_transfer_gscore,0.090557,0.009263,0.65668,1.73E-01,0.648545,7.60E-02,0.473239
gene_effect_INPP5J,avg_transfer_gscore,0.092212,0.010026,0.649147,6.17E-02,0.658849,5.01E-02,0.370438
gene_effect_SOS1,avg_transfer_gscore,0.160036,0.030817,0.773187,1.01E-05,0.715569,4.18E-03,0.526531
gene_effect_SDCCAG8,avg_transfer_gscore,0.080419,0.008025,0.719244,1.07E-02,0.68879,1.36E-02,0.468622
gene_effect_NCAPH2,avg_transfer_gscore,0.146878,0.027352,0.786948,2.73E-04,0.774355,2.25E-03,0.61512
gene_effect_RAD23B,avg_transfer_gscore,0.104584,0.012778,0.734642,1.26E-02,0.701023,3.66E-02,0.510686
gene_effect_CCDC181,avg_transfer_gscore,0.104988,0.012492,0.638681,1.54E-01,0.621581,1.33E-01,0.409123
gene_effect_BRWD1,avg_transfer_gscore,0.085753,0.009207,0.678606,1.48E-01,0.655001,1.58E-01,0.44123
gene_effect_RPL4,avg_transfer_gscore,0.141352,0.023883,0.72699,3.80E-03,0.70764,2.67E-03,0.504138
gene_effect_ZFP30,avg_transfer_gscore,0.07997,0.008049,0.685273,8.73E-02,0.666524,7.70E-02,0.416327
gene_effect_VSTM2A,avg_transfer_gscore,0.097132,0.01181,0.653474,7.37E-02,0.632201,9.31E-02,0.349588
gene_effect_FAM227B,avg_transfer_gscore,0.09446,0.010531,0.656222,8.11E-02,0.63884,9.58E-02,0.218295
gene_effect_TLE6,avg_transfer_gscore,0.097362,0.01194,0.631139,2.97E-02,0.592619,2.65E-02,0.253124
gene_effect_CNPPD1,avg_transfer_gscore,0.086165,0.008853,0.731776,6.85E-03,0.689102,1.04E-02,0.563648
gene_effect_GP1BA,avg_transfer_gscore,0.075808,0.007465,0.700722,9.05E-02,0.674258,9.40E-02,0.455501
gene_effect_CCDC70,avg_transfer_gscore,0.085926,0.008452,0.644827,9.48E-02,0.619903,8.63E-02,0.364163
gene_effect_CUL4B,avg_transfer_gscore,0.150808,0.025885,0.681826,4.25E-02,0.6428,4.50E-02,0.371359
gene_effect_AP1G2,avg_transfer_gscore,0.096888,0.011643,0.702844,4.27E-02,0.694615,5.45E-02,0.499536
gene_effect_C2CD4B,avg_transfer_gscore,0.109935,0.013569,0.677135,1.37E-01,0.652983,1.77E-01,0.297743
gene_effect_OTOS,avg_transfer_gscore,0.0894,0.011075,0.714383,1.29E-01,0.68784,1.91E-01,0.395778
gene_effect_PLCB2,avg_transfer_gscore,0.106289,0.013573,0.664392,5.05E-02,0.641682,8.29E-02,0.227804
gene_effect_CXCL16,avg_transfer_gscore,0.090768,0.009812,0.675316,1.42E-01,0.658323,1.03E-01,0.400421
gene_effect_PABPC5,avg_transfer_gscore,0.071425,0.006102,0.660984,1.35E-01,0.645721,1.67E-01,0.325202
gene_effect_DNAJB11,avg_transfer_gscore,0.11932,0.016387,0.730105,1.23E-03,0.679923,1.72E-02,0.519418
gene_effect_ALG3,avg_transfer_gscore,0.126878,0.018499,0.748422,2.58E-03,0.72719,3.56E-03,0.460666
gene_effect_TXLNG,avg_transfer_gscore,0.102203,0.011833,0.758494,7.32E-04,0.709742,4.22E-03,0.456335
gene_effect_FAM173B,avg_transfer_gscore,0.10412,0.012157,0.719299,1.23E-02,0.699164,1.93E-02,0.400529
gene_effect_MRPS23,avg_transfer_gscore,0.132013,0.022893,0.798947,6.21E-06,0.774379,1.52E-04,0.626264
gene_effect_GLOD4,avg_transfer_gscore,0.092139,0.009757,0.652227,1.49E-01,0.652255,1.71E-01,0.269064
gene_effect_SLC29A3,avg_transfer_gscore,0.070027,0.006142,0.743007,3.49E-02,0.71733,5.85E-02,0.577929
gene_effect_CBLC,avg_transfer_gscore,0.087267,0.009231,0.753689,4.07E-03,0.728305,1.03E-03,0.48585
gene_effect_CTRB1,avg_transfer_gscore,0.083379,0.008269,0.631266,1.14E-01,0.633341,1.42E-01,0.373624
gene_effect_CYP4V2,avg_transfer_gscore,0.067888,0.005905,0.702941,1.89E-01,0.668862,1.04E-01,0.423633
gene_effect_SHBG,avg_transfer_gscore,0.091221,0.010396,0.687494,9.47E-02,0.667402,1.83E-01,0.321793
gene_effect_KRAS,avg_transfer_gscore,0.187528,0.049273,0.84528,1.09E-13,0.763008,1.05E-05,0.640107
gene_effect_RBBP7,avg_transfer_gscore,0.158735,0.030812,0.732452,4.11E-03,0.719624,2.88E-03,0.494242
gene_effect_RWDD2A,avg_transfer_gscore,0.081071,0.007623,0.66111,7.63E-02,0.621648,6.90E-02,0.398516
gene_effect_MRI1,avg_transfer_gscore,0.085376,0.008764,0.645133,1.13E-01,0.67477,1.59E-01,0.451391
gene_effect_MYOF,avg_transfer_gscore,0.088842,0.009701,0.631403,1.36E-01,0.635134,6.16E-02,0.386681
gene_effect_SYNJ2,avg_transfer_gscore,0.102982,0.012287,0.644936,1.01E-01,0.630607,1.50E-01,0.310346
gene_effect_HOXD3,avg_transfer_gscore,0.096671,0.010276,0.651121,7.97E-02,0.65129,5.54E-02,0.241211
gene_effect_FAM19A5,avg_transfer_gscore,0.089399,0.011018,0.711381,6.50E-02,0.698001,5.65E-02,0.434228
gene_effect_ATP6AP2,avg_transfer_gscore,0.16527,0.036856,0.765357,1.94E-04,0.768912,2.44E-04,0.523559
gene_effect_ZNF148,avg_transfer_gscore,0.116988,0.016344,0.726872,1.28E-04,0.725705,3.45E-04,0.459599
gene_effect_FICD,avg_transfer_gscore,0.087832,0.009098,0.71487,5.95E-02,0.675136,1.34E-01,0.417456
gene_effect_SLC6A13,avg_transfer_gscore,0.089742,0.009136,0.653681,3.06E-02,0.64276,8.39E-03,0.388428
gene_effect_LRRC40,avg_transfer_gscore,0.077843,0.007947,0.655086,1.60E-01,0.654159,1.44E-01,0.312538
gene_effect_PAK4,avg_transfer_gscore,0.090635,0.010863,0.744934,3.41E-02,0.737244,2.20E-02,0.564688
gene_effect_SMC1B,avg_transfer_gscore,0.109363,0.015197,0.70009,1.07E-01,0.683777,2.84E-02,0.231713
gene_effect_SERPING1,avg_transfer_gscore,0.07993,0.008217,0.682039,1.06E-01,0.68294,3.06E-02,0.469849
gene_effect_ZDHHC15,avg_transfer_gscore,0.085961,0.008689,0.667761,1.20E-02,0.625345,7.77E-02,0.451469
gene_effect_FNDC10,avg_transfer_gscore,0.107747,0.014011,0.685815,1.30E-01,0.664659,1.57E-01,0.4669
gene_effect_MORC3,avg_transfer_gscore,0.078525,0.006935,0.706322,9.09E-03,0.704923,3.38E-03,0.481594
gene_effect_MYOZ3,avg_transfer_gscore,0.089883,0.010002,0.657127,1.80E-01,0.628607,1.78E-01,0.43691
gene_effect_VAMP1,avg_transfer_gscore,0.081939,0.008215,0.679329,1.78E-01,0.679373,1.90E-01,0.302141
gene_effect_APBB1IP,avg_transfer_gscore,0.083374,0.008084,0.645943,8.26E-02,0.607552,3.97E-02,0.425188
gene_effect_POU2F2,avg_transfer_gscore,0.095729,0.010345,0.727124,9.59E-03,0.691898,1.28E-02,0.507842
gene_effect_KCTD2,avg_transfer_gscore,0.116637,0.014879,0.694622,1.28E-02,0.64953,8.24E-03,0.341132
gene_effect_TCTN2,avg_transfer_gscore,0.089882,0.010079,0.7054,1.28E-01,0.686201,1.77E-01,0.420085
gene_effect_CEP78,avg_transfer_gscore,0.095909,0.012002,0.665574,1.80E-01,0.672342,1.57E-01,0.480775
gene_effect_SEMA3A,avg_transfer_gscore,0.088741,0.008838,0.719461,2.25E-02,0.700572,2.42E-02,0.353272
gene_effect_FAM131A,avg_transfer_gscore,0.086388,0.009402,0.733646,5.41E-02,0.714994,3.40E-02,0.407074
gene_effect_ERGIC3,avg_transfer_gscore,0.08504,0.008552,0.723587,4.46E-04,0.717594,3.68E-04,0.514086
gene_effect_NR1H2,avg_transfer_gscore,0.092688,0.010687,0.700416,7.08E-02,0.678722,1.21E-01,0.476285
gene_effect_ATP6V1H,avg_transfer_gscore,0.1349,0.021871,0.732285,7.33E-03,0.72578,5.73E-03,0.520675
gene_effect_DTNA,avg_transfer_gscore,0.081202,0.007538,0.617872,1.61E-01,0.616127,7.12E-02,0.375442
gene_effect_GPR108,avg_transfer_gscore,0.079361,0.007849,0.750446,6.71E-04,0.741365,3.36E-03,0.566644
gene_effect_MAGEB4,avg_transfer_gscore,0.077796,0.007202,0.703731,3.50E-03,0.679539,7.65E-03,0.442988
gene_effect_PLP1,avg_transfer_gscore,0.073741,0.006527,0.658652,1.75E-01,0.63691,1.72E-01,0.417388
gene_effect_GAPVD1,avg_transfer_gscore,0.094372,0.011558,0.734843,2.98E-02,0.694366,1.45E-02,0.56133
gene_effect_BPTF,avg_transfer_gscore,0.153663,0.032185,0.706117,2.48E-02,0.691546,8.13E-03,0.370773
gene_effect_PRPS1,avg_transfer_gscore,0.098896,0.01311,0.735589,2.94E-02,0.685473,1.89E-01,0.563449
gene_effect_RBM47,avg_transfer_gscore,0.145005,0.025249,0.697983,1.67E-03,0.629664,6.14E-02,0.420004
gene_effect_VNN2,avg_transfer_gscore,0.075844,0.007217,0.651204,6.26E-02,0.609947,4.93E-02,0.398636
gene_effect_RASGRP1,avg_transfer_gscore,0.088073,0.01048,0.702808,5.02E-02,0.682207,8.64E-02,0.495948
gene_effect_SNX12,avg_transfer_gscore,0.113112,0.014074,0.613878,4.30E-02,0.593036,1.02E-01,0.148409
gene_effect_RRP12,avg_transfer_gscore,0.112991,0.015105,0.645448,1.91E-01,0.624283,1.53E-01,0.426468
gene_effect_ALDH1L1,avg_transfer_gscore,0.100474,0.011834,0.670463,1.36E-01,0.658186,1.37E-01,0.2781
gene_effect_SH3D21,avg_transfer_gscore,0.077239,0.007477,0.756075,1.98E-02,0.735631,7.15E-02,0.520536
gene_effect_SLC38A5,avg_transfer_gscore,0.092296,0.011153,0.693956,1.48E-01,0.682941,6.78E-02,0.486064
gene_effect_USP2,avg_transfer_gscore,0.095345,0.011166,0.681646,1.10E-01,0.662855,1.17E-01,0.427963
gene_effect_ELL2,avg_transfer_gscore,0.088965,0.01038,0.738846,2.34E-02,0.719821,2.37E-02,0.569917
gene_effect_GGT1,avg_transfer_gscore,0.121464,0.019363,0.765873,6.17E-04,0.741151,1.30E-03,0.536101
gene_effect_WNK1,avg_transfer_gscore,0.187273,0.042994,0.831497,3.54E-09,0.8481,3.89E-10,0.628485
gene_effect_LY6G5C,avg_transfer_gscore,0.095408,0.010633,0.680457,1.90E-01,0.664919,1.38E-01,0.297253
gene_effect_BFAR,avg_transfer_gscore,0.071706,0.006023,0.676921,5.89E-02,0.689102,2.00E-02,0.425571
gene_effect_CDCA5,avg_transfer_gscore,0.152962,0.03123,0.713177,4.20E-02,0.695776,1.01E-01,0.487703
gene_effect_HOXC13,avg_transfer_gscore,0.10953,0.013796,0.670771,2.29E-02,0.652199,3.40E-03,0.401411
gene_effect_NCF4,avg_transfer_gscore,0.076242,0.007686,0.681301,6.80E-02,0.653701,3.01E-02,0.490686
gene_effect_PLEKHF2,avg_transfer_gscore,0.106793,0.014006,0.668248,1.40E-01,0.653464,1.57E-01,0.431813
gene_effect_CD47,avg_transfer_gscore,0.076317,0.007377,0.67176,1.06E-01,0.654859,1.19E-01,0.442891
gene_effect_AOC3,avg_transfer_gscore,0.089454,0.010394,0.699752,1.11E-01,0.682504,1.03E-01,0.447614
gene_effect_CBWD3,avg_transfer_gscore,0.062877,0.00445,0.729907,6.84E-04,0.713315,8.51E-04,0.505547
gene_effect_CPSF4,avg_transfer_gscore,0.139739,0.021934,0.673521,2.49E-02,0.664899,1.25E-02,0.359857
gene_effect_MED22,avg_transfer_gscore,0.120499,0.017124,0.727167,4.46E-03,0.715467,2.97E-03,0.508543
gene_effect_ZNF138,avg_transfer_gscore,0.100192,0.012747,0.666151,1.73E-01,0.663169,1.35E-01,0.445634
gene_effect_OR6C4,avg_transfer_gscore,0.086683,0.00909,0.70615,4.54E-02,0.681222,1.05E-01,0.327078
gene_effect_HAUS1,avg_transfer_gscore,0.155929,0.029095,0.73888,3.07E-03,0.712419,1.25E-02,0.516462
gene_effect_ULK2,avg_transfer_gscore,0.084391,0.009353,0.711722,1.95E-01,0.679065,1.85E-01,0.473701
gene_effect_MYOC,avg_transfer_gscore,0.08467,0.00873,0.642323,1.11E-01,0.624571,1.02E-01,0.438294
gene_effect_CYBRD1,avg_transfer_gscore,0.092098,0.009935,0.641026,1.74E-01,0.635346,1.96E-01,0.340236
gene_effect_C11orf68,avg_transfer_gscore,0.13632,0.022539,0.62022,9.85E-02,0.622128,1.76E-01,0.240643
gene_effect_SPTA1,avg_transfer_gscore,0.075372,0.006737,0.66103,1.06E-01,0.659501,1.39E-01,0.34593
gene_effect_BET1,avg_transfer_gscore,0.08186,0.008187,0.797535,1.38E-06,0.783589,6.98E-06,0.593587
gene_effect_GGCX,avg_transfer_gscore,0.089881,0.009494,0.645977,1.81E-01,0.608686,1.48E-01,0.313573
gene_effect_GJB7,avg_transfer_gscore,0.067621,0.005937,0.699694,1.92E-01,0.679858,1.42E-01,0.502776
gene_effect_SLC9A8,avg_transfer_gscore,0.078628,0.007982,0.708262,9.19E-02,0.708966,7.95E-02,0.521862
gene_effect_NXPH3,avg_transfer_gscore,0.098109,0.010658,0.641257,1.44E-01,0.606016,1.68E-01,0.321497
gene_effect_BCAS3,avg_transfer_gscore,0.101188,0.012369,0.676766,1.93E-01,0.640847,1.28E-01,0.462012
gene_effect_DBT,avg_transfer_gscore,0.082724,0.008097,0.639527,1.21E-01,0.658104,5.78E-02,0.424556
gene_effect_GPI,avg_transfer_gscore,0.198358,0.045003,0.764332,3.73E-05,0.724152,1.38E-03,0.534617
gene_effect_MMP20,avg_transfer_gscore,0.087423,0.009326,0.725092,1.89E-03,0.705401,6.61E-03,0.498308
gene_effect_DSG1,avg_transfer_gscore,0.067284,0.005582,0.644363,9.82E-02,0.644931,1.02E-01,0.403013
gene_effect_ERMAP,avg_transfer_gscore,0.077541,0.007624,0.696416,1.71E-01,0.686452,1.68E-01,0.512047
gene_effect_ANKRD33B,avg_transfer_gscore,0.09137,0.009752,0.691691,5.38E-02,0.660923,5.90E-02,0.411392
gene_effect_GPRC6A,avg_transfer_gscore,0.058205,0.004139,0.692777,8.73E-02,0.650505,1.52E-01,0.507889
gene_effect_PRDM5,avg_transfer_gscore,0.08357,0.00915,0.704439,1.53E-01,0.659678,1.75E-01,0.467174
gene_effect_ASB9,avg_transfer_gscore,0.082947,0.008709,0.709464,4.73E-02,0.67716,4.83E-02,0.518938
gene_effect_KITLG,avg_transfer_gscore,0.076817,0.006735,0.701194,2.88E-02,0.69041,8.34E-03,0.461206
gene_effect_SHANK1,avg_transfer_gscore,0.085869,0.008547,0.645079,1.70E-01,0.625071,1.81E-01,0.384363
gene_effect_HAPLN1,avg_transfer_gscore,0.083453,0.009067,0.687843,1.74E-01,0.665853,1.47E-01,0.4806
gene_effect_IL37,avg_transfer_gscore,0.073181,0.006083,0.715526,2.37E-03,0.692332,1.52E-03,0.459448
gene_effect_HBG1,avg_transfer_gscore,0.05387,0.00376,0.710355,3.69E-02,0.704713,1.94E-02,0.306114
gene_effect_LRFN2,avg_transfer_gscore,0.08147,0.008235,0.728263,2.05E-02,0.719779,4.02E-02,0.518589
gene_effect_KDELR1,avg_transfer_gscore,0.097785,0.013431,0.618796,1.76E-03,0.61321,4.97E-03,0.402703
gene_effect_HYAL2,avg_transfer_gscore,0.096671,0.010108,0.60876,8.69E-02,0.597288,1.30E-01,0.358801
gene_effect_TNXB,avg_transfer_gscore,0.109401,0.014232,0.66953,9.01E-02,0.648822,4.05E-02,0.416344
gene_effect_ATXN7L1,avg_transfer_gscore,0.102759,0.011957,0.599211,2.53E-02,0.586804,2.03E-02,0.241866
gene_effect_GRIA1,avg_transfer_gscore,0.075945,0.007841,0.725778,2.63E-02,0.72785,4.83E-03,0.538599
gene_effect_GORASP1,avg_transfer_gscore,0.090368,0.009956,0.686286,1.94E-01,0.672322,1.66E-01,0.314252
gene_effect_CCDC66,avg_transfer_gscore,0.096769,0.010873,0.60131,7.81E-02,0.601199,1.23E-02,0.328685
gene_effect_CD163,avg_transfer_gscore,0.071949,0.006231,0.717117,7.98E-02,0.690256,1.23E-01,0.476043
gene_effect_CD2BP2,avg_transfer_gscore,0.141964,0.024792,0.778523,7.13E-07,0.760947,8.90E-06,0.449743
gene_effect_TCIM,avg_transfer_gscore,0.100458,0.012225,0.643492,2.93E-02,0.624223,6.91E-02,0.31224
gene_effect_CARMIL1,avg_transfer_gscore,0.089606,0.009137,0.701522,4.05E-03,0.688363,1.75E-03,0.411519
gene_effect_HMGXB3,avg_transfer_gscore,0.124247,0.01877,0.704311,1.31E-02,0.711831,4.65E-03,0.505645
gene_effect_FZD6,avg_transfer_gscore,0.087216,0.009784,0.653321,1.19E-01,0.620023,9.86E-02,0.355573
gene_effect_TIMM10B,avg_transfer_gscore,0.101214,0.011357,0.591185,3.39E-02,0.606611,3.02E-02,0.283403
gene_effect_PTGR2,avg_transfer_gscore,0.10031,0.011939,0.618055,6.72E-02,0.589534,1.50E-01,0.350146
gene_effect_CTAGE4,avg_transfer_gscore,0.09836,0.011173,0.642527,1.35E-01,0.609985,1.43E-01,0.364184
gene_effect_TMEM86A,avg_transfer_gscore,0.093213,0.010393,0.693352,1.34E-01,0.669642,1.32E-01,0.390529
gene_effect_ARHGAP10,avg_transfer_gscore,0.068461,0.006363,0.721072,6.21E-02,0.704701,3.06E-02,0.505768
gene_effect_DMXL1,avg_transfer_gscore,0.101457,0.012693,0.716848,1.09E-01,0.695106,8.40E-02,0.444202
gene_effect_MC1R,avg_transfer_gscore,0.129442,0.02366,0.679739,1.94E-01,0.648779,1.92E-01,-0.079499
